Name,Number,Hours,Title,Description,Prerequisites,Concurrent Prerequisites,Semesters
HY,500,"3,6",Special Studies in History,,,,FS
HY,508,3,Colonial Us To 1763,Topical survey of major themes in U.S. colonial history with particular emphasis on Anglo-American developments.,,,FS
HY,509,3,Amer Rev/New Nation,"The development of revolutionary sentiment in the North American colonies, the resulting revolution, and the subsequent efforts to establish the new nation.",,,FS
HY,543,3,Renaissance,"Intellectual movements associated with the Renaissance, with readings in Machiavelli's Prince, More's Utopia, and other humanist writings; social and economic life, religion, politics, and statecraft.",,,FS
HY,544,3,Reform Counter-Reform,History of the separation of Catholic and Protestant churches from the ideal of the universal Christian church; late-Medieval religious practice.,,,FS
HY,574,3,Rel Of Us &amp; Latin Amer,"Chronological survey of diplomatic, economic, and cultural relations, with emphasis on the 20th century.",,,FS
HY,599,"1,6",Thesis Research,,,,FS
HY,600,1,Teaching History,"A basic introduction to teaching history in colleges and universities. Will treat such issues as course planning, lecturing, handling discussions, classroom procedures and policies, student evaluation and ethical problems in teaching.",,,FS
HY,601,4,Literature Of American History,,,,FS
HY,602,4,Lit American History Sc 1865,Course examines major historical scholarship of American history since the Civil War.,,,FS
HY,603,4,Literature European Hist,This course examines major historical scholarship of European Literature.,,,FS
HY,605,4,Lit Latin Amercn History,This course examines major historical scholarship of Latin American History.,,,FS
HY,606,4,Prosem Us Histry To 1877,,,,FS
HY,607,4,Prosem Us HY Since 1877,,,,FS
HY,608,4,Prosem Southern History,This reading-intensive proseminar introduces students to important historiographical debates in the History of the American South.  Chronogical boundaries of the course vary by instructor.,,,FS
HY,631,4,Early Mod Brit Eur Hy,Course examines major historical scholarship of early modern British European history.,,,FS
HY,635,4,Recent Brit Eur History,,,,FS
HY,639,4,Prosem Military/Naval Hy,,,,FS
HY,651,4,Sem Us History To 1877,,,,FS
HY,665,4,Special Studies,"A special topic seminar: the seminar work varies each time offered. Students primarily work independently on selected projects;  however, they work closely with the course instructor.  Students will share their research with their colleagues and engage in peer critique throughout the semester.",,,FS
HY,680,4,Grad Research Seminar,"This course will offer students the opportunity to do original research in primary sources for the purpose of completing an article-length piece of original scholarship. In addition to working intensively (in conjunction with the instructor) on all stages of their individual seminar paper projects, students will examine the skills and methods necessary to conduct research, discuss matters of common concern in the research and writing processes, share the results of their research with their colleagues, and engage in peer-critique of each other's work. Our group conversations will not only be designed to aid individual students in the production of their seminar papers, but also will continually focus on the historians’ craft, the challenges historians face in carrying out our work, and the methods we deploy to address those challenges.",,,FS
HY,697,"1,4",Directed Readings,,,,FS
HY,698,"1,4",Directed Research,,,,FS
HY,699,"1,12",Dissertation Research,,,,FS
IBA,250,3,Context of Global Business,Broad introduction to international business providing students with an overview of the terms and concepts key to a better understanding of the complex business environment across the world's interrelated economies.,(EC 110 or EC 112) and (EC 111 or EC 113),,FS
IBA,350,3,Introduction to World Business,This course examines the conduct of business across national boundaries and the impact of different cultures on business practices.,(EN 101 or 120) and (EN 102 or EN 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or EC 112) and (EC 111 or EC 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,,FS
IBA,351,3,Multinational Business Communication,"A study of the principles and practices of intercultural business communication, written and personal. The course requires substantial reading. The focus is on making students aware of the sources of common intercultural business communication problems, and on helping them develop strategies to avoid or correct these problems.",(EN 101 or EN 120) and (EN 102 or EN 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or 112) and (EC 111 or 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,IBA 350 (Grade of C- or better) or IBA 352 (Grade of C- or better),FS
IBA,352,3,Honors Introduction to World Business,This course covers the same material as IBA 350 but in a depth appropriate for honors students. This course examines the conduct of business across national boundaries and the impact of different cultures on business practices. Students cannot receive credit for both IBA 350 and IBA 352.,(EN 101 or 120) and (EN 102 or 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or EC 112) and (EC 111 or EC 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,,FS
IBA,455,3,Global Marketing,"A course in marketing theory and methods as they apply to world markets. Among the topics discussed are: the importance of linking international marketing with the overall strategy of the business while examining the impact of cultural, political and legal issues and the economic differences in global strategies. Emphasis is placed on developing the marketing mix appropriate to various international global environments.",(EN 101 or 120) and (EN 102 or EN 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or EC 112) and (EC 111 or EC 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,,FS
IBA,460,3,Export/Import Management,This course includes a thorough examination of the export-import management process and highlights its importance in international business strategy.,IBA 350 (Grade of C- or better) or IBA 352 (Grade of C- or better),,FS
IBA,492,"1,3",Internship,"This course is designed to give students meaningful hands on global business experience (any major) by applying the knowledge and skills learned in course work to on the job assignments and responsibilities at the host organization.  That is, this course is a field experience conducted abroad. 2.500 GPA required.  Students can apply a maximum of 3 credits of IBA 492 toward their degree.",(EN 101 or 120) and (EN 102 or EN 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or EC 112) and (EC 111 or EC 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,,FS
IBA,497,3,Special Topics: Independent Study,This course offers faculty a chance to present topics of interest to themselves and to students with interests in international business.  Students may apply a maximum of 9 credits of IBA 497 toward their degree.,(EN 101 or 120) and (EN 102 or EN 121 or EN 103 or EN 104) and (MATH 121 or MATH 125 or MATH 145) and (EC 110 or EC 112) and (EC 111 or EC 113) and (AC 210 or AC 211) and (LGS 200 or LGS 201) and ST 260,,FS
IBA,550,"1,3",Global Business,"A seminar emphasizing the environmental factors affecting international business operations, and studying different economic, social, cultural, legal, and other environmental conditions and their influence on both the formulation and execution of business policy of firms engaged in multinational business.",,,FS
IBA,555,3,Global Market Management,"The object of this course is to investigate the effects of cultural similarities and differences on marketing practices worldwide. Also examined are the effects of market idiosyncrasies on globally oriented products, promotion, pricing, and distribution strategies.",,,FS
IBA,560,3,Advanced Import/Export Strategy,"This course will provide a detailed overview of marketing, management, and logistics issues relative to setting up and operating an import/export firm or engaging in these activities in an existing firm.",,,FS
IBA,596,"1,3",Capstone Project,"This course requires the student to apply his/her knowledge of the field of International Business Administration to recognize operational problems in the field.  Further, the student must provide evidence of his/her abilities to communicate understanding of the problem, describe the analysis performed and organize this material effectively for both a written report and corresponding oral presentation.",,,FS
IBA,597,3,Special Topics: Independent Study,This course offers faculty a chance to present topics of interest to themselves and to students with interests in international business.,,,FS
IDGR,601,"1,12",GTA Assistant Only,,,,FS
IDGR,602,"1,12",GTA Teaching,,,,FS
IDGR,603,"1,12",GRA Research,,,,FS
IDGR,604,"1,12","GA-Student, Admin or Other",,,,FS
IDGR,605,4.5,Graduate Internship,,,,FS
IDGR,699,"1,12",Dissertation Research,Dissertation Research.,,,FS
IDMD,100,1,Convocation,The McCollough Scholars cohort gathers to converse with speakers on various aspects of the medical profession.,Membership in the McCollough Pre-Medical Scholars Program,,FS
IDMD,101,3,Medical Foundations I,"The practice of medicine is as old as civilization.  This course studies fundamental questions about the shifting conceptions of health and disease, and how that affects our conception of physicians, remedies, mental sickness, and societal responses to sickness.  The course will address these questions from an interdisciplinary perspective drawing on key texts from a wide variety of perspectives.  The course is divided into three sections: history &amp; philosophy of medicine, medicine &amp; society, and medicine &amp; culture.",IDMD 100,,FS
IDMD,102,3,Medical Foundations II,"The practice of medicine is as old as civilization.  This course deals primarily with study of human behavior in the context of medicine and the social and cultural aspects of medical practice.  The course addresses large scale questions about the psychological and sociological factors that affect medical judgement, the complex interplay between culture, race, and medicine; and the multifaceted personal, interpersonal, and organizational questions relating to aging and death.",(IDMD 100 &amp) and (IDMD 101),,FS
IDMD,400,1,Senior Convocation,Senior McCollough Scholars gathers to converse with speakers on various aspects of the medical profession.,(IDMD 100) and (IDMD 101) and (IDMD 102),,FS
IDMD,401,3,Capstone Seminar,The Capstone Seminar is an intensive study of an aspect of the medical profession followed by a presentation of McCollough Scholars' senior projects. The topics will vary depending on the professor’s area of expertise.,(IDMD 100) and (IDMD 101) and (IDMD 102),,FS
INTE,532,3,Instructional Technology Design,"This course provides an introduction to the elements of instructional design and their application to the design of technology-mediated instruction, with a primary focus on blended and online learning.",,,FS
INTE,533,3,Online Teaching and Learning,"This course provides students with knowledge and skills in the methods of online teaching and learning, including the creation of effective online learning environments.",,,FS
INTE,534,3,Issues and Trends in Instructional Technology,"Study of current issues and trends affecting the use of technology in training, instruction, and implementation. Includes an examination of emerging technologies: legal, social, cultural, cyber ethics and security, and ethical issues affecting technology: technology funding, technology planning and professional development.",,,FS
INTE,535,3,"Analysis, Implementation, and Evaluation of Assistive Technology",Study of hardware and software applications designed to meet the needs of those with developmentally and physical abilities. Topics include: adaptive/assistive technologies and services to improve learning environments; accessibility standards for traditional classrooms and online learning environments; selecting and using adaptive and/or assistive hardware and software applications; evaluation and selection of adaptive and assistive technology.,,,FS
INTE,536,3,Assessment and Evaluation of Instructional Technology,"Procedures for evaluating educational programs, training systems, emerging learning technologies, and new technology applications. Topics include the evaluations of instructional or performance improvement programs; models for formative and summative evaluations.",,,FS
INTE,537,3,Game-Based Learning,Study of current issues and trends related to the use of games (both analog and digital) for pedagogical purposes. Includes an examination of theoretical and empirical support for game-based learning; educational game design theory; game development; game-based learning pedagogical models; integration of games in the formal classroom.,,,FS
INTE,538,3,mLearning,"This course provides and introduction to mobile learning (mLearning) in higher education, K-12 and business environments. During the course, students will design and evaluate a mobile app for use in higher education, K-12 or business learning environments.",,,FS
INTE,539,3,Special Topics in Instructional Technology,"The course will include an in-depth study of a particular topic, contemporary issue or concern. Investigation of unique problems and new developments in instructional technology will occur. Specific topics will be announced in the Schedule of Classes each time the course is offered or students will select individual topics to study in-depth.",,,FS
INTE,540,3,Planning and Managing Technology Projects,"This course introduces learners to theories, models, tools and processes for planning and managing technology projects as mechanisms of change and performance improvement in schools and organizations.",,,FS
INTE,541,3,IT Leadership and Administrative Technologies,This course introduces learners to administrative technologies and critical technology issues facing educational and organizational leaders. Technologies covered in the course include data management systems and course management systems. Issues include policies for safe and legal use of technology resources; diversity and social justice; ethical use of technology; and professional development.,,,FS
INTE,589,3,Instructional Technology Research and Product Development,"This culminating course is intended to give students an experience of the ""what"" and ""how"" in instructional technology research (action research) and/or product development through collaboration with businesses, schools and/or community entities.",(CAT 531) and (INTE 532) and (INTE 533),,FS
IT,101,4,Introductory Italian I,"This course is the first semester of college-level study in Italian. Emphasis is placed on the development of oral proficiency and listening skills, reading comprehension, writing skills, analysis of grammatical structures, and an understanding of Italian culture and society.",,,FS
IT,102,4,Introductory Italian II,Five hours of instruction per week. The course is the second semester of college-level language study. Offered each semester.,IT 101 or IT 105 with a grade of C- or instructor permission,,FS
IT,105,4,Honors Introductory Italian I,"This course is the first semester of college-level study in Italian. Emphasis is placed on the development of oral proficiency and listening skills, reading comprehension, writing skills, analysis of grammatical structures, and an understanding of Italian culture and society.",,,FS
IT,201,3,Intermediate Italian I,"Through the study of language (reading, writing, listening and speaking), in this course students will develop a new perspective on Italian culture, values, and civilization. Class discussions will center especially on the cultural, historical, and social fabric of Italy, and the values and ethics of language learning and cultural exchange. Students will also hone their ability to evaluate cultural products at an aesthetic level; alongside film clips, artistic masterpieces, musical compositions, and journalistic essays, among other forms, students will read and evaluate a work of contemporary prose fiction.",IT 102 with a grade of C- or higher or instructor permission,,FS
IT,202,3,Intermediate Italian II,"Through the study of language (reading, writing, listening and speaking), in this course students will develop a new perspective on Italian culture, values, and civilization. Class discussions will center especially on the cultural, historical, and social fabric of Italy, and the values and ethics of language learning and cultural exchange. Students will also hone their ability to evaluate cultural products at an aesthetic level; alongside film clips, artistic masterpieces, musical compositions, and journalistic essays, among other forms, students will read and evaluate a work of contemporary prose fiction, Gianni Rodari’s Favole al telefono.",IT 201 with a grade of C- or instructor permission,,FS
IT,323,3,Introduction to Italian Cinema,"This course provides a chronological overview of the history of Italian cinema from WW2 to the present. We will survey the major Italian film movements, including Neorealism, commedia all’italiana, and the Spaghetti Western, as well as the work of key filmmakers of the period. Through the analysis of cinematic tools and techniques, and the study of the historical and geo-political contexts of the films in the course, students will refine their skills in critical thinking and film analysis, while learning more about Italian culture and history. The course is in English and the films shown are in Italian with English subtitles. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",,,FS
IT,352,3,Italian Conversation - Study Abroad,"This course focuses on the development of conversational skills through group discussion, oral presentations, vocabulary building, and other related activities.  It is taught at the Leonardo Da Vinci School in Florence, Italy.  The Leonardo Da Vinci School is licensed by the Italian Ministry of Education and recognized by the Region of Tuscany as a Professional Training Center.",IT 102 and/or permission of the instructor.,,FS
IT,353,3,Italian Conversation,"Development of conversational skills through role-playing, oral presentations, and vocabulary building. May be taken once in Italy (IT 352) and once on campus (IT 353).",IT 202 with a grade of C- or instructor permission,,FS
IT,354,3,ADVANCED GRAMMAR AND COMPOSITION – STUDY ABROAD,"This is a combined writing theory and writing skills course focusing upon more advanced notions of Italian grammar and on the development of techniques for written expression.  It is taught at the Leonardo Da Vinci School in Florence, Italy.",IT 102 and/or permission of the instructor.,,FS
IT,356,3,Adv Grammar Composition,A combined writing theory and writing skills course focusing upon more advanced notions of Italian grammar and on the development of techniques for written expression. May be taken once in Italy (IT 354) and once on campus (IT 356).,IT 202 with a grade of C- or instructor permission,,FS
IT,361,3,Intro Romance Linguistic,Introduction to linguistic science and its use in describing language in general and the Romance languages in particular.,No prerequisite because this course is taught in English.,,FS
IT,364,3,Masterpieces of Italian Literature in Translation: From the Middle Ages to Early Modernity,"This course traces Italian literature and thought from its origins to early modernity (13th-17th centuries). Through a broad spectrum of genres (poetry, epic, short stories, letters, comedy, treatises, dialogue, librettos), it examines questions of love, sin, beauty, power, appearance, truth, deception, and civility. By analyzing major moments in intellectual history, from the composition of Dante’s Inferno to the birth of humanism to the scientific revolution, this class also considers the role and importance of the liberal arts and suggests that in these centuries literature, art, music, theater, philosophy, history, and science were interwoven disciplines proper to man’s understanding of self and society.",,,FS
IT,380,3,Special Topics,May be repeated for credit if subject matter varies.,IT 353 or IT 356 with a grade of C- or instructor permission.,,FS
IT,480,3,Undergraduate Seminar,"The subject matter varies. Intensive study of one or more significant subjects, authors, periods, works, or genres not studied in depth in other courses. May be repeated for credit. Offered according to demand.",(IT 380) or (instructor permission.),,FS
JA,101,4,Elementary Japanese I,"Five hours of instruction per week. Acquisition of elementary Japanese language skills in listening, speaking, reading, and writing.",,,FS
JA,102,4,Elementary Japanese II,"Japanese 102 is the successor of Japanese 101, and it is designed for beginning learners. Students will learn vocabulary and sentence structures for use in essential daily situations through various forms of communicative practice. While continuing to develop students’ communicative competence in Japanese, six cultural topics will be introduced and explored from each chapter of the textbook through short readings, lectures, and videos.",JA 101,,FS
JA,201,3,Intermediate Japanese I,"Japanese 201 is the successor of Japanese 102, and it is designed for intermediate learners. Students will learn vocabulary and sentence structures for use in essential daily situations through various forms of communicative practice. While continuing to develop students’ communicative competence in Japanese, five cultural topics will be introduced and explored from each chapter of the textbook through short readings about planning trip in Japan, Japanese and marriage and Japanese host family,  lectures, and videos about Japanese famous sightseeing places.  A continuation of JA 102.",JA 102,,FS
JA,202,3,Intermediate Japanese II,A continuation of JA 201.,JA 201,,FS
JA,301,3,Third Year Japanese I,"A continuation of JA 202. The course is for students who have a comprehensive grammatical knowledge and are already able to communicate in Japanese. Students will work in this class to improve the accuracy and authenticity of socially correct communication of Japanese. The instructor conducts the class extensively in Japanese whenever possible, and English explanations of the expressions will be minimal. Students are required to communicate entirely in Japanese in class.",Complete/earn a grade of C or higher in JA202,,FS
JA,302,3,Third Year Japanese II,A continuation of JA 301.,Complete a grade of C or higher in JA 301 or consent of instructor,,FS
JA,356,3,Traditional Japanese Lit Trans,"Introduction to Japanese literature from the earliest times through the Tokugawa period. No knowledge of Japanese is required. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",,,FS
JA,357,3,Japanese Literature &amp; Film,"Introduction to modern Japanese literature and movie from the Meiji period to the present. No knowledge of Japanese is required. Students will learn historical/technical aspects, and will develop critical thinking skills based on the reading of Japanese stories and viewing of Japanese films and understand the value of Japanese literature, artistic concept in cultural context.",,,FS
JA,390,3,Topics Japanese Studies,"Discussion and research of various topics related to Japanese language/culture. Topics may change each semester, such as KANJI, or traditional and modern Japanese culture including theatrical arts, music, and religious thoughts of Japan. With permission of the program director, this course may be applied toward the Japanese minor.",,,FS
JA,410,3,4 Yr Read/Write Japanese,A continuation of JA 302 with emphasis on development of reading and writing skills.,Earn a grade of C or higher in JA 302 or consent of instructor.,,FS
JA,411,3,4th Year Spoken Japanese,A continuation of JA 410 with emphasis on development of reading and writing skills.,Earn a grade of C or higher in JA 410 or consent of instructor,,FS
JA,481,"1,4",Directed Readings,"The purpose of the course is for students who have an advanced level of proficiency in Japanese to obtain a higher level of Japanese reading and writing ability (equivalent to -). The instructor will conduct the class in Japanese except for the study of translation / interpretation. Students are required to read short novels, newspaper articles, journals, and stories for specified topics, and discuss in Japanese during the class meetings. Also students write papers in Japanese.",Complete/earn a grade of B- or higher in JA 411.,,FS
JA,482,"1,4",Directed Readings,"The purpose of the course is for students who have an advanced level of proficiency in Japanese to obtain a higher level of Japanese reading and writing ability (equivalent to -). The instructor will conduct the class in Japanese except for the study of translation / interpretation. Students are required to read short novels, newspaper articles, journals, and stories for specified topics, and discuss in Japanese during the class meetings. Also required is the writing of papers in Japanese.",JA481 or consent of instructor,,FS
JCM,100,3,Introduction to Story,"Introduction to story introduces students to narrative structure across a variety of media including film, television, news, documentary, and emerging media.",,,FS
JCM,102,3,Introduction to Media Content Creation,An introductory course designed to familiarize students with the storytelling technologies that they may be required to utilize while pursuing a degree in Journalism &amp; Creative Media.,,,FS
JCM,103,1,Mechanics of Media Writing,"The logic of sentence and paragraph structure in the context of media writing, with an emphasis on grammar, punctuation, word choice, conciseness and accuracy. This online course is required for news media, creative media and advertising/public relations majors.",,,FS
JCM,112,3,Motion Picture History and Criticism,"Development of the cinema, with emphasis on relation of technical advances to film content and style.",,,FS
JCM,146,3,Introduction to Sports Communication,This course serves as a foundation to the study and analysis of sports media and provides an overview of professional pathways.,,,FS
JCM,180,3,Journalistic Principles and Practices,This introductory survey course gives students a first look at the history and professional practices of journalism and electronic news by examining both legacy and contemporary media.,,,FS
JCM,200,3,Foundations for Journalism Practices,"JCM 200 is a survey of how the practices of journalism and news work in the context of a humanities course. Students should be able to deconstruct various stories in the news media to understand how economic, social, and ethical principles affect news reporting. In addition, the class covers the ethical and legal principles that guide journalists and the historical context in which the journalism evolved as a key player in democratic societies.",,,FS
JCM,201,3,Introduction to Media Production,"This course introduces students to the theories, concepts and techniques of professional video production and post-production, as well as the fundamentals, history and evolution of the visual language of the moving image.  Topics include camera operation and technique, lighting design, sound recording, video editing, story development, and the ethical principles behind producing digital media.  In this hands-on course, students will produce short video projects that emphasize visual storytelling, technical proficiency and creative authorship, while learning to critique their own and their peers work with a critical eye.",JCM 100 and JCM 102,,FS
JCM,202,3,Introduction to Post Production,"This course introduces students to the theories and techniques of digital video and computer based post-production. Students will learn the ins and outs of the Adobe Premiere editing system, focusing on media management, efficient editing practices, sound and image manipulation, codec preferences and conversion, and exporting/uploading files to the web. This will primarily be a technical class, focusing on proficiency with the Adobe Premiere application, however the course also covers fundamental editing theory, the evolution of the medium and its impact on the editing craft, and key editing terminology and techniques. Projects will include both scripted and non-fiction material. Required reading will be accompanied by required viewing, in addition to practical editing assignments. Course instruction will only consider the Mac OS platform, however, the Adobe Premiere application is very similar for Windows PC’s. This course assumes a basic working knowledge of the Mac OS, including how digital files are transferred and the basic language associated with using the Mac interface. Computing proficiency is required for a passing grade in this course.",,,FS
JCM,212,3,Film and Media Theory,"Film and Media Theory introduces JCM students to a variety of critical cultural humanistic methods and approaches to evaluating film, television, and emerging media.",,,FS
JCM,235,3,Social Media and Society,"This course provides a deep dive into the platforms, structures, cultures, and practices of the social media era, and it emphasizes the processes and practices of news and creative media industries and audiences, including the values, ethics, and aesthetics of the contemporary media environment. Social media are ubiquitous in our everyday lives, but now, more than ever, it is important to think critically about the ways they shape our media use, social interactions, and perceptions of the world around us. The course is divided into three parts: media industries, social audiences, and cultural trends. In the first part of the course, we’ll take a close look at the practices, values, and ethics of platforms and media professionals. In the second part of the course, we’ll examine social media audiences, with an eye toward developing a critical understanding of the media environment around us. Finally, the third part of the course will bring you up to speed on some ongoing cultural trends involving social media.",,,FS
JCM,303,3,News Writing and Reporting,"This course introduces the skills required for basic news writing and reporting. The contents of this course are designed to help you learn how news stories are constructed and how the news industry operates. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",JCM 103 and (JCM 180 or APR 231).,,FS
JCM,310,3,Telecommunication Programming,"Program planning, development and strategies for radio and television stations, networks, cable systems, and syndication. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",JCM 100,,FS
JCM,311,3,Critical Study of Television,Critical analysis of television programs and commercials. Examples are presented for study and evaluation.,JCM 112 or JCM 212,,FS
JCM,312,3,International Cinema,Critical study of motion pictures produced throughout the world. Film screenings are a necessary part of this course.,JCM 112 or JCM 212,,FS
JCM,315,3,Advanced News Writing and Reporting,"Advanced practice of newsgathering and newswriting for specialized topic areas ranging from government, education to more soft news and human interest stories. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",JCM 303,,FS
JCM,318,3,Documentary Storytelling,"This course will help students reach a better understanding of the documentary by exploring its contemporary development, its many genres, and the journalistic and ethical questions that arise in documentary production. By studying this complex and often controversial form, students will become more knowledgeable as media consumers, and more thoughtful as producers of multimedia material.",JCM 100 with a C- or higher,,FS
JCM,320,3,News Design and Visualization,"Visual journalism is the use of visual elements, rather than simple type, to present information and ideas. This course allows students to study and practice various forms of visual journalism including newspaper and magazine design, information graphics and photo editing. This course requires students to master the industry standard software used to create these products — Adobe InDesign, Photoshop, Lightroom and HTML — while thinking creatively and critically.",JCM 327 and JCM 303 with a minimum grade of C-,,FS
JCM,323,3,News Editing and Multimedia Production,"This course covers the preparation of copy for publication across media platforms, with an emphasis on careful writing, accuracy and presentation. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.  In this class, you will study and learn the art of connecting language with shared meaning in a news context. By the end of the course, you should have the skills necessary to land entry-level professional editing jobs and you should have gained a conceptual foundation that will serve you well in higher editing positions.",JCM 327 and JCM 303 with a minimum of C-,,FS
JCM,324,3,Audience Analysis,"This course will familiarize students with the ways in which industry research professionals think about their work and about the opportunities and challenges they face as they assess audiences in our highly competitive, rapidly evolving, and increasingly complicated media environment.",JCM 100,,FS
JCM,325,3,Sports Writing and Reporting,"In this course students will learn how to cover live sporting events, including writing game stories, covering press conferences and writing feature profiles. The course will operate much the same as a real-world newsroom. You will receive hands-on experience in news gathering, interviewing and writing for print and online media. You also will learn to brainstorm and pitch story ideas, which is an invaluable skill in today’s media environment. The course is driven by deadlines. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.",JCM 303 with minimum grade of C-,,FS
JCM,326,3,Television and Radio Performance,"A practical approach to techniques necessary for effective presentation on radio, television, and the internet; emphasizes copy interpretation, interview skills, and studio and field performance for microphone and camera.",JCM 331,,FS
JCM,327,3,Visual Journalism,"Visual Journalism is a 3-credit-hour beginning course that will help students of all abilities learn about visual tools used in the gathering and distribution of news. This course will challenge students, intellectually and technically, regardless of the prior experience and skills each brings to class. No prior knowledge of visual reporting is required.",JCM 180 with a C- or higher,,FS
JCM,331,3,Introduction to Electronic Reporting,Students will learn the terminology of the electronic reporting industry and will begin writing for broadcast. This course also covers basic equipment used in the newsroom and in the field.,JCM 102 and MC 101,JCM 303,FS
JCM,333,3,Working for Television News,"The purpose of this class is to build electronic news skills. Students will build on skills such as writing for broadcast, shooting video, editing video and audio, on-air delivery, enterprising story ideas, finding different angles on stories, and how to evaluate the finished product. This course concentrates on broadcast news, emphasizing on-camera work and the various responsibilities involved in studio and remote production.",JCM 331 with a minimum grade of C-,,FS
JCM,335,3,Audio Production,"This course focuses on voice, music, and sound effects, and the impact they have on the visual image.  It addresses the principles of recording sound and explains sound characteristics, basic acoustics, ergonomics, and proper audio recording techniques for field and studio recording, as well as time code and mixing.",JCM 201,,FS
JCM,340,3,Digital News,"This class will give students the skills they need to adjust to a variety of modern and emerging media. Students will produce media projects that build on the skills they already possess from previous classes. Students will prepare and present news and sports for various media outlets, including online and web formats.",JCM 303 and JCM 331 with minimum grade of C-,,FS
JCM,341,3,Intermediate Visual Journalism,"Intermediate  Visual journalism will help students expand their photography skills and use them in the gathering and distribution of news. This course will challenge students who already have a basic working knowledge of the camera, intellectually and technically.",JCM 327 and JCM 303 with a minimum of C-,,FS
JCM,346,3,Short Film Writing,"This course is designed to learn the elements of screenplay: structure, plot, character arc, subplot, inciting incident, climax, resolution, visual storytelling, dialogue, subtext, secondary characters. Writing will be critiqued and work-shopped by peers.  It is imperative to read all work by peers, reading assignments and participate in discussion.  This is a Writing course.  Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course.  Rubrics will be available for each assignment.",JCM 201,,FS
JCM,347,3,Television Film Writing,"This course is designed to teach students about the elements of screenplay for television: structure, plot, character arc, subplot, inciting incident, climax, resolution, visual storytelling, dialogue, subtext, secondary characters. Writing will be critiqued and work-shopped by peers.",JCM 201,,FS
JCM,350,3,Advanced Videography,"This course equally emphasizes modes of visual storytelling and technical practices using digital video cameras and lighting techniques. This course will help students develop creative vision, sharpen aesthetic understand, and advance technical skills. The goal is to take an idea and learn how to bring them to the screen.  This hands-on workshop will group students in production teams for working in in-class exercises and for filming outside of class meeting hours. It is a production &amp; time intensive course.",JCM 201,,FS
JCM,351,3,Videography for Digital Content,"This course is designed to help students understand the elements of narrative, essentials of production, working with crew, understanding set structure, mastering multiple cameras, grip and lighting equipment, visual storytelling in multiple genres and media.",JCM 201,,FS
JCM,354,3,Producing,"Study of and practice in production techniques and skills used in organizing location shoots for television, film, documentaries, and commercials.",JCM 201,,FS
JCM,356,3,Movie Marketing,This class will present the various strategies and tactics used in marketing movies to consumers.,JCM 100 or MC 101,,FS
JCM,372,3,Media Effects,"Study of individual and society effects of media, including the impact and influence on attitudes and culture beliefs.",JCM 100 or MC 101,,FS
JCM,380,"1,3",Independent Study,Analysis of current issues and practices in news media and/or creative media under the supervision of a faculty member. May be repeated for credit provided the topics are different.,,,FS
JCM,381,"1,3",Digital Media Practicum,JCM 381 offers students the opportunity to experience the professional work environment where skills and principles they have learned in the classroom setting are applied. The practicum for qualified undergraduates is conducted under the joint supervision of the Journalism and Creative Media Department and an appropriate organization. Many practicum-level experiences are available through organizations located on campus in the Digital Media Center.,JCM 103 with a minimum grade of C-,,FS
JCM,382,"1,6",News Media Internship,JCM 382 offers students the opportunity to apply in a professional work environment the skills and principles they have learned in the classroom setting. The internship is a part-time or full-time job experience for qualified undergraduates conducted under the joint supervision of the Journalism and Creative Media Department and a profession media organization.,(JCM 303 with a minimum grade of C-) and (minimum of 45 overall earned hours),,FS
